"region","year","cases","deaths"
"IGL07",1988,1,0
"IGL07",1989,0,0
"IGL07",1990,0,0
"IGL07",1991,0,0
"IGL07",1992,0,0
"IGL07",1993,0,0
"IGL07",1994,0,0
"IGL07",1995,0,0
"IGL07",1996,0,0
"IGL07",1997,0,0
"IGL07",1998,0,0
"IGL07",1999,0,0
"IGL07",2000,0,0
"IGL08",1980,853,488
"IGL08",1981,675,389
"IGL08",1982,400,222
"IGL08",1983,489,270
"IGL08",1984,714,384
"IGL08",1985,1343,784
"IGL08",1986,1581,873
"IGL08",1987,1043,609
"IGL08",1988,715,401
"IGL08",1989,856,488
"IGL08",1990,1075,654
"IGL08",1991,1234,672
"IGL08",1992,1324,767
"IGL08",1993,1043,589
"IGL08",1994,555,313
"IGL08",1995,417,244
"IGL08",1996,535,294
"IGL08",1997,582,331
"IGL08",1998,589,336
"IGL08",1999,556,297
"IGL08",2000,387,247
"IGL09",1980,181,93
"IGL09",1981,202,109
"IGL09",1982,130,77
"IGL09",1983,139,72
"IGL09",1984,141,79
"IGL09",1985,125,70
"IGL09",1986,189,112
"IGL09",1987,250,148
"IGL09",1988,231,121
"IGL09",1989,198,120
"IGL09",1990,187,105
"IGL09",1991,225,128
"IGL09",1992,220,116
"IGL09",1993,251,134
"IGL09",1994,247,154
"IGL09",1995,195,97
"IGL09",1996,182,103
"IGL09",1997,131,76
"IGL09",1998,113,63
"IGL09",1999,78,38
"IGL09",2000,86,44
"IGL10",1980,497,269
"IGL10",1981,513,320
"IGL10",1982,275,159
"IGL10",1983,228,125
"IGL10",1984,265,141
"IGL10",1985,308,178
"IGL10",1986,341,192
"IGL10",1987,479,261
"IGL10",1988,622,331
"IGL10",1989,631,358
"IGL10",1990,581,317
"IGL10",1991,570,318
"IGL10",1992,529,292
"IGL10",1993,630,360
"IGL10",1994,483,268
"IGL10",1995,367,209
"IGL10",1996,331,182
"IGL10",1997,265,149
"IGL10",1998,235,121
"IGL10",1999,223,122
"IGL10",2000,156,86
"IGL11",1980,440,251
"IGL11",1981,315,179
"IGL11",1982,258,127
"IGL11",1983,269,139
"IGL11",1984,322,177
"IGL11",1985,485,274
"IGL11",1986,796,451
"IGL11",1987,1075,592
"IGL11",1988,1059,609
"IGL11",1989,836,482
"IGL11",1990,500,278
"IGL11",1991,443,231
"IGL11",1992,517,286
"IGL11",1993,753,430
"IGL11",1994,653,384
"IGL11",1995,616,332
"IGL11",1996,455,248
"IGL11",1997,409,223
"IGL11",1998,321,174
"IGL11",1999,255,146
"IGL11",2000,218,112
"IGL12",1980,12,4
"IGL12",1981,12,4
"IGL12",1982,11,7
"IGL12",1983,4,3
"IGL12",1984,2,1
"IGL12",1985,3,1
"IGL12",1986,11,6
"IGL12",1987,5,3
"IGL12",1988,13,8
"IGL12",1989,14,8
"IGL12",1990,10,5
"IGL12",1991,8,3
"IGL12",1992,14,6
"IGL12",1993,19,14
"IGL12",1994,19,11
"IGL12",1995,5,3
"IGL12",1996,13,8
"IGL12",1997,11,7
"IGL12",1998,10,5
"IGL12",1999,19,13
"IGL12",2000,17,12
"IGL13",1980,202,115
"IGL13",1981,202,114
"IGL13",1982,165,104
"IGL13",1983,154,101
"IGL13",1984,160,91
"IGL13",1985,150,74
"IGL13",1986,203,99
"IGL13",1987,184,110
"IGL13",1988,213,123
"IGL13",1989,219,126
"IGL13",1990,243,135
"IGL13",1991,213,121
"IGL13",1992,248,136
"IGL13",1993,276,145
"IGL13",1994,266,143
"IGL13",1995,177,97
"IGL13",1996,177,107
"IGL13",1997,178,94
"IGL13",1998,131,68
"IGL13",1999,122,58
"IGL13",2000,105,58
"IGL14",1980,139,71
"IGL14",1981,119,61
"IGL14",1982,93,48
"IGL14",1983,107,62
"IGL14",1984,107,60
"IGL14",1985,113,62
"IGL14",1986,129,68
"IGL14",1987,112,59
"IGL14",1988,137,81
"IGL14",1989,152,89
"IGL14",1990,127,82
"IGL14",1991,143,77
"IGL14",1992,118,68
"IGL14",1993,173,92
"IGL14",1994,147,94
"IGL14",1995,148,80
"IGL14",1996,133,74
"IGL14",1997,110,56
"IGL14",1998,123,66
"IGL14",1999,104,57
"IGL14",2000,71,41
"IGL15",1980,8,3
"IGL15",1981,14,5
"IGL15",1982,12,7
"IGL15",1983,6,5
"IGL15",1984,17,10
"IGL15",1985,13,5
"IGL15",1986,10,4
"IGL15",1987,11,7
"IGL15",1988,17,9
"IGL15",1989,18,11
"IGL15",1990,13,6
"IGL15",1991,13,7
"IGL15",1992,12,2
"IGL15",1993,17,9
"IGL15",1994,8,7
"IGL15",1995,15,6
"IGL15",1996,15,12
"IGL15",1997,13,6
"IGL15",1998,12,9
"IGL15",1999,17,9
"IGL15",2000,14,7
"IGL16",1980,8,5
"IGL16",1981,1,1
"IGL16",1982,8,5
"IGL16",1983,4,3
"IGL16",1984,4,3
"IGL16",1985,5,3
"IGL16",1986,4,4
"IGL16",1987,4,3
"IGL16",1988,3,0
"IGL16",1989,5,3
"IGL16",1990,9,4
"IGL16",1991,2,2
"IGL16",1992,5,3
"IGL16",1993,5,2
"IGL16",1994,2,1
"IGL16",1995,4,2
"IGL16",1996,2,1
"IGL16",1997,4,0
"IGL16",1998,7,5
"IGL16",1999,4,4
"IGL16",2000,5,2
"IGL17",1980,691,369
"IGL17",1981,527,314
"IGL17",1982,382,194
"IGL17",1983,429,223
"IGL17",1984,690,388
"IGL17",1985,1410,783
"IGL17",1986,1294,696
"IGL17",1987,854,491
"IGL17",1988,774,418
"IGL17",1989,951,528
"IGL17",1990,1295,733
"IGL17",1991,1191,657
"IGL17",1992,883,483
"IGL17",1993,819,440
"IGL17",1994,630,364
"IGL17",1995,621,357
"IGL17",1996,630,352
"IGL17",1997,692,377
"IGL17",1998,528,309
"IGL17",1999,474,274
"IGL17",2000,290,154
"IGL18",1980,7,3
"IGL18",1981,3,2
"IGL18",1982,4,3
"IGL18",1983,4,1
"IGL18",1984,5,3
"IGL18",1985,3,1
"IGL18",1986,4,1
"IGL18",1987,3,2
"IGL18",1988,1,1
"IGL18",1989,3,3
"IGL18",1990,1,0
"IGL18",1991,5,4
"IGL18",1992,5,3
"IGL18",1993,1,1
"IGL18",1994,6,2
"IGL18",1995,6,2
"IGL18",1996,5,4
"IGL18",1997,2,2
"IGL18",1998,5,3
"IGL18",1999,4,1
"IGL18",2000,5,1
"IGL19",1980,2,1
"IGL19",1981,2,2
"IGL19",1982,9,6
"IGL19",1983,3,1
"IGL19",1984,7,4
"IGL19",1985,3,2
"IGL19",1986,2,2
"IGL19",1987,2,1
"IGL19",1988,2,1
"IGL19",1989,3,3
"IGL19",1990,5,3
"IGL19",1991,1,0
"IGL19",1992,1,1
"IGL19",1993,5,1
"IGL19",1994,7,4
"IGL19",1995,2,2
"IGL19",1996,6,4
"IGL19",1997,5,3
"IGL19",1998,2,2
"IGL19",1999,9,6
"IGL19",2000,8,5
"IGL20",1980,3,1
"IGL20",1981,7,4
"IGL20",1982,5,3
"IGL20",1983,3,2
"IGL20",1984,6,3
"IGL20",1985,6,6
"IGL20",1986,9,7
"IGL20",1987,7,5
"IGL20",1988,7,4
"IGL20",1989,7,4
"IGL20",1990,15,9
"IGL20",1991,8,3
"IGL20",1992,6,2
"IGL20",1993,6,4
"IGL20",1994,15,8
"IGL20",1995,10,7
"IGL20",1996,9,5
"IGL20",1997,8,4
"IGL20",1998,8,4
"IGL20",1999,12,9
"IGL20",2000,10,3
"IGL21",1980,5,2
"IGL21",1981,3,1
"IGL21",1982,3,2
"IGL21",1983,3,2
"IGL21",1984,6,2
"IGL21",1985,3,3
"IGL21",1986,0,0
"IGL21",1987,5,2
"IGL21",1988,3,2
"IGL21",1989,2,1
"IGL21",1990,1,1
"IGL21",1991,2,1
"IGL21",1992,2,1
"IGL21",1993,5,4
"IGL21",1994,2,0
"IGL21",1995,3,1
"IGL21",1996,1,0
"IGL21",1997,1,0
"IGL21",1998,5,3
"IGL21",1999,6,2
"IGL21",2000,1,0
"IGL22",1980,679,387
"IGL22",1981,545,312
"IGL22",1982,342,190
"IGL22",1983,349,211
"IGL22",1984,421,246
"IGL22",1985,686,385
"IGL22",1986,906,526
"IGL22",1987,1068,592
"IGL22",1988,966,539
"IGL22",1989,965,559
"IGL22",1990,926,531
"IGL22",1991,788,433
"IGL22",1992,766,436
"IGL22",1993,815,451
"IGL22",1994,703,377
"IGL22",1995,540,294
"IGL22",1996,478,257
"IGL22",1997,456,250
"IGL22",1998,359,183
"IGL22",1999,340,209
"IGL22",2000,258,153
"IGL23",1980,2,0
"IGL23",1981,1,1
"IGL23",1982,1,0
"IGL23",1983,0,0
"IGL23",1984,1,0
"IGL23",1985,1,0
"IGL23",1986,0,0
"IGL23",1987,0,0
"IGL23",1988,2,1
"IGL23",1989,1,0
"IGL23",1990,0,0
"IGL23",1991,1,0
"IGL23",1992,0,0
"IGL23",1993,1,1
"IGL23",1994,0,0
"IGL23",1995,2,2
"IGL23",1996,0,0
"IGL23",1997,1,1
"IGL23",1998,3,2
"IGL23",1999,1,0
"IGL23",2000,1,1
"IGL24",1980,484,291
"IGL24",1981,527,312
"IGL24",1982,338,190
"IGL24",1983,258,153
"IGL24",1984,328,175
"IGL24",1985,398,221
"IGL24",1986,644,358
"IGL24",1987,868,495
"IGL24",1988,883,496
"IGL24",1989,884,468
"IGL24",1990,763,411
"IGL24",1991,756,449
"IGL24",1992,716,411
"IGL24",1993,682,401
"IGL24",1994,513,298
"IGL24",1995,449,250
"IGL24",1996,397,218
"IGL24",1997,412,231
"IGL24",1998,351,186
"IGL24",1999,212,128
"IGL24",2000,157,85
"IGL25",1980,123,77
"IGL25",1981,135,82
"IGL25",1982,71,38
"IGL25",1983,75,41
"IGL25",1984,101,56
"IGL25",1985,98,59
"IGL25",1986,109,54
"IGL25",1987,121,64
"IGL25",1988,92,54
"IGL25",1989,123,72
"IGL25",1990,98,53
"IGL25",1991,110,61
"IGL25",1992,118,64
"IGL25",1993,132,68
"IGL25",1994,115,63
"IGL25",1995,110,63
"IGL25",1996,101,64
"IGL25",1997,101,63
"IGL25",1998,100,53
"IGL25",1999,69,40
"IGL25",2000,85,43
